id,token,frequency
30877,b' homew',16
30878,b'-str',165
30879,b' hardl',57
30880,b'Ans',7
30881,b' oner',4
30882,b'phor',133
30883,b'Lob',7
30884,b'mesb',3
30885,b' Furs',14
30886,b'Furs',4
30887,b' descent',342
30888,b' Scotlan',202
30889,b' Reiv',13
30890,b' cellp',20
30891,b' cellsp',2
30892,b'=0',8
30893,b'px',90
30894,b'ld\n',34
30895,b'|W',92
30896,b'|L',59
30897,b'|A',74
30898,b'enter\n',20
30899,b'fe6',42
30900,b'fa6',48
30901,"b'""bac'",188
30902,b'#c',52
30903,b'fc',44
30904,b'(lo',125
30905,b'#ff',29
30906,b'ffc',18
30907,b'kgr',204
30908,b' Jod',40
30909,b' Catl',5
30910,b' Teb',4
30911,b'ickv',6
30912,b' Council\n',88
30913,b'Gat',37
30914,b' dj',41
30915,b' Ifr',6
30916,b' descend',320
30917,b' adven',314
30918,b' Warri',193
30919,b' luc',128
30920,b' granti',40
30921,b'Dy',54
30922,b' Philipp',264
30923,b' Godw',33
30924,b' butl',13
30925,b' Gaun',14
30926,b'esha',27
30927,b'mW',11
30928,b'Gar',124
30929,b' diagr',100
30930,b' Citi',161
30931,b' housin',236
30932,b' Subu',135
30933,b'tchw',3
30934,b' impre',276
30935,b' Welw',69
30936,b' Garde',269
30937,b' lacks',47
30938,b'kerh',2
30939,b'iand',20
30940,b' Osi',33
30941,b' Cope',157
30942,b'ficatio',274
30943,b' believer',45
30944,b' RY',10
30945,b' Plate',118
30946,b'Jen',59
30947,b'nk\xc3',9
30948,b'nha',262
30949,b'\x93n',22
30950,b'uai',32
30951,b' Sandw',16
30952,b' depend',258
30953,b' courses',248
30954,b' O\xca',4
30955,b'ahu',38
30956,b'rodu',219
30957,b' Williamso',53
30958,b'ccu',93
30959,b'\xb8r',60
30960,b'sen\n',28
30961,b' race\n',23
30962,b' trial\n',13
30963,b' S\xc3\xb8',21
30964,b'S\xc3',37
30965,b'erg\n',36
30966,b' covered',503
30967,b'regi',63
30968,b'rask',259
30969,b'airi',15
30970,b'ather',353
30971,b'Furt',222
30972,b'idia',49
30973,b'fall',73
30974,b' prair',21
30975,b' lav',54
30976,b' spread',562
30977,b'othn',3
30978,b' depos',246
30979,b'ricana',9
30980,b' longs',40
30981,b'axy',42
30982,b'hyb',5
30983,b' responsibi',321
30984,b' Refu',106
30985,b' conserv',243
30986,b' Scotts',12
30987,b'rara',43
30988,b' acre',139
30989,b' Blackf',24
30990,b'anch',77
30991,b' smallp',20
30992,b'inni',197
30993,b' potent',248
30994,b' Homes',54
30995,b' homest',29
30996,b' Scan',160
30997,b'uif',17
30998,b' Plain',118
30999,b' Society\n',110
31000,b'jat',26
31001,b' collection',751
31002,b' Danu',50
31003,b'H\xc5',7
31004,b'ptis',100
31005,b'rced',173
31006,b'arad',19
31007,b'sko',72
31008,b' adapt',250
31009,b' dz',12
31010,b'ie\xc5',12
31011,b'god',16
31012,b' lud',11
31013,b'ar\xc5',4
31014,b'\x93s',8
31015,b' cz',4
31016,b'Sz',26
31017,b'udz',9
31018,b'P\xc4',9
31019,b' Fury',45
31020,b' Bodo',10
31021,b' Sarn',13
31022,b' resign',303
31023,b' candida',260
31024,b' Alie',78
31025,b' Martine',32
31026,b'etal',49
31027,b' eW',3
31028,b' Associati',189
31029,b'-year\n',7
31030,b' Ridg',220
31031,b'Spor',244
31032,b' Kem',111
31033,b' hardb',17
31034,b'i\xe1',12
31035,b'\xb9\x9f',5
31036,b'\xb9\x87',37
31037,b'\xe1\xb9',59
31038,b' results\n',122
31039,b' teamst',7
31040,b'-wag',8
31041,b' sita',29
31042,b' Blues',191
31043,b' melo',203
31044,b' sheh',2
31045,b'entali',40
31046,b' lyri',269
31047,b' Arto',162
31048,b' Vor',60
31049,b'rii',18
31050,b' Quin',235
31051,b'ilu',32
31052,b' latter',637
31053,b'pyr',20
31054,b'onsu',25
31055,b' duu',4
31056,b'vian',141
31057,b' Marcu',109
31058,b'.U',19
31059,b' Titu',44
31060,b'liana',14
31061,b'tyc',14
31062,b' Gaiu',58
31063,b' formerly',394
31064,b' Dox',6
31065,b' Dori',112
31066,b'ochu',3
31067,b' Feli',222
31068,b' Atti',55
31069,b'cill',151
31070,b' Etr',41
31071,b' Longi',17
31072,b'rius',40
31073,b' husband',615
31074,b'-fiv',79
31075,b' fifty',107
31076,b' Artor',50
31077,b' Eus',50
31078,b'ebi',78
31079,b'ionu',5
31080,b' Antiq',95
31081,b' Latina',26
31082,b'ript',299
31083,b' Bulle',91
31084,b' Mail',137
31085,b' latei',2
31086,b'omn',29
31087,b' specifica',319
31088,b' difficu',206
31089,b' diz',15
31090,b' fati',42
31091,b' distinct',377
31092,b' placeb',18
31093,b' \xe2\x80\x930',3
31094,b' lacke',81
31095,b' rhy',302
31096,b'p\xe2',14
31097,b' circa',88
31098,b' suv',2
31099,b' melat',15
31100,b'Ram',48
31101,b'P1',14
31102,b'P3',12
31103,b'A4',15
31104,b' Rame',74
31105,b'elte',40
31106,b' endog',26
31107,b' symph',77
31108,b'-prod',258
31109,b'usic',179
31110,b'\xa0\xd8',2
31111,b'\xb9\xd8',9
31112,b'\xa7\xd9',138
31113,b'\xa7\xd8',79
31114,b' municip',177
31115,b' Quir',42
31116,b' Edc',4
31117,b'dana',7
31118,b'cesl',5
31119,b' Alam',92
31120,b' Postb',4
31121,b' Moret',61
31122,b' hearth',13
31123,b'(EI',6
31124,b' greenh',34
31125,b' carm',12
31126,b'rids',25
31127,b'rtp',32
31128,b' Monr',113
31129,b' label\n',10
31130,b' gall',286
31131,b' MPG',6
31132,b' fuel',486
31133,b' plug',81
31134,b'oley',3
31135,b' Democrati',250
31136,b' Westf',32
31137,b' Democrats',153
31138,b' Cita',82
31139,b'llyn',6
31140,b' Lle',52
31141,b' Rayv',9
31142,b' Spain',554
31143,b' Hv',13
31144,b' J\xc3\xa6',2
31145,b'(nov',42
31146,b'valg',2
31147,b'Mt',12
31148,b' sits',91
31149,b' longh',11
31150,b' campi',45
31151,b'Bro',232
31152,b'diq',69
31153,b'ammad',125
31154,b' circl',269
31155,b'Bun',25
31156,b' ruleb',3
31157,b' foul',49
31158,b' Antho',320
31159,b'andin',310
31160,b'less\n',4
31161,b' Show\n',34
31162,b' Sandi',38
31163,b'cey',37
31164,b' Andrea',137
31165,b' Robb',109
31166,b' Spie',76
31167,b' Daly',106
31168,b'uaa',2
31169,b'okt',2
31170,b'itya',10
31171,b'pand',15
31172,b'ritya',2
31173,b' Daya',22
31174,b' Prab',22
31175,b'aniy',10
31176,b'\xa4\xb0',8
31177,b'\xa4\xa4',4
31178,b'haa',29
31179,b'\xa4\x82',3
31180,b'\xa4\xbf',5
31181,b'\xa4\xb8',3
31182,b'FP',28
31183,b' FIF',308
31184,b' advoc',295
31185,b' Board',564
31186,b'nzo',87
31187,b'mi\n',34
31188,b' promotes',65
31189,b' merged',288
31190,b'Play',233
31191,b' separated',225
31192,b' charit',288
31193,b'ntials',6
31194,b'dela',18
31195,b' secondar',266
31196,b'boz',3
31197,b' accounte',77
31198,b' Swit',321
31199,b'zerl',285
31200,b' employed',366
31201,b' belong',294
31202,b'(not',122
31203,b' tram',183
31204,b' Portm',9
31205,b'dgel',10
31206,b' Croe',37
31207,b' slat',95
31208,b'syd',9
31209,b'Nort',292
31210,b'nkm',31
31211,b' terminu',182
31212,b'msy',25
31213,b' Farl',50
31214,b'Plan',99
31215,"b'""3'",41
31216,b' remar',309
31217,b' glas',268
31218,b'(he',143
31219,b' cellm',5
31220,b' straig',320
31221,b' commenti',35
31222,b' motiv',249
31223,b'burge',28
31224,b' opposite',330
31225,b'(ho',82
31226,b'ker\n',30
31227,b'\x85\xcf',6
31228,b'\xe1\xbd',6
31229,b' Arag',53
31230,b'on\xc3',15
31231,b'ythi',49
31232,b' Antis',11
31233,b' Cuz',32
31234,b'ismu',14
31235,b'yans',18
31236,b' rejec',271
31237,b' healthc',46
31238,b' employer',129
31239,b' paye',6
31240,b' creatin',315
31241,b' centrali',62
31242,b' excha',225
31243,b' efforts',465
31244,b' IH',17
31245,b' California',1386
31246,b'alth',26
31247,b'eH',4
31248,b'apea',20
31249,b'(CR',34
31250,b'aniza',119
31251,b'hen\n',14
31252,b' Wallk',2
31253,b'kett',57
31254,b' Campi',45
31255,b' Bres',77
31256,b'kyl',22
31257,b' Gid',30
31258,b' Rats',39
31259,b' Pars',84
31260,b' Carry',27
31261,b'Perso',238
31262,b'rium',105
31263,b'Bol',35
31264,b' Copa',51
31265,b' Morel',22
31266,b' Sina',106
31267,b'eopl',261
31268,b' Grandf',8
31269,b' Creek\n',19
31270,b' Carolin',244
31271,b' Johnson',549
31272,b' Camp\n',6
31273,b' Autom',144
31274,b' novel\n',20
31275,b' Kag',62
31276,b'(com',187
31277,b' Ake',66
31278,b' D5',11
31279,b' grades',142
31280,b' guitarr',2
31281,b'send',18
31282,b' Aki',135
31283,b'Ak',48
31284,"b'""Ak'",3
31285,b' basebal',210
31286,b' Brac',74
31287,b' Kew',23
31288,b'lana',52
31289,b'unam',21
31290,b'sophe',28
31291,b'matici',68
31292,b'trato',41
31293,b' sportsc',26
31294,b'iter\n',32
31295,b'emic\n',7
31296,b' pope',201
31297,b'-En',71
31298,b'-Americ',217
31299,b'othy',72
31300,b'ldj',3
31301,b'(it',57
31302,b'ynx',23
31303,b'idec',2
31304,b' Moe',131
31305,b' ug',25
31306,b' Edn',31
31307,b'bap',15
31308,b' Groe',12
31309,b' Notf',24
31310,b'gss',13
31311,b'tarz',5
31312,b' profession',289
31313,b'nsed',64
31314,b'ationsk',2
31315,b' functions',347
31316,b'herm',171
31317,b' healthy',106
31318,b'ulab',8
31319,b' qualifi',307
31320,b'ngsa',14
31321,b' Rett',20
31322,b'tives\n',38
31323,b' preventi',149
31324,b' assisti',46
31325,b'\xa4t',46
31326,b' responsibl',240
31327,b'edic',97
31328,b'auf',13
31329,b'trag',14
31330,b'dien',62
31331,b'(EM',22
31332,b'abas',37
31333,b'ationall',15
31334,b' Brady',46
31335,b'oir',166
31336,b'hank',33
31337,b' Longw',8
31338,b' Sprin',239
31339,b'Allo',7
31340,b'cae',20
31341,b' brow',314
31342,b' blacki',12
31343,b' howi',122
31344,b' authoriti',289
31345,b' alrea',222
31346,b'\xb8\xd0',46
31347,b' Grab',114
31348,b' behind',757
31349,b' assau',306
31350,b' Wz',4
31351,b' depot',112
31352,b'tzer',158
31353,b' vehic',221
31354,b'-prop',34
31355,b' foug',313
31356,b' WZ',8
31357,b' Artil',115
31358,b'\xbe\xd1',24
31359,b'.\xd0',10
31360,b'\xad\xd0',7
31361,b'\xbe\xd0',79
31362,b'\xb2\xd0',39
31363,b'\xb9\xd0',3
31364,"b',\xd0'",2
31365,b'\xa1\xd0',19
31366,b'\x83\xd0',20
31367,b'\xd1\x80',100
31368,b'\xbc\xd0',21
31369,b'\xd1\x81',76
31370,b'\xd1\x82',67
31371,b'lery\n',184
31372,b'Worl',302
31373,b'ound\n',82
31374,b'dlem',14
31375,b' Sandu',8
31376,b'lema',79
31377,b' Bobi',7
31378,b' taked',7
31379,b' Brag',68
31380,b'itsu',32
31381,b' Homem',5
31382,b' Randl',61
31383,b' Randy',98
31384,b' Keni',19
31385,b'liane',3
31386,b' quickl',257
31387,b' hospit',209
31388,b' teami',15
31389,b'TF',60
31390,b' Strik',95
31391,b'=ce',222
31392,b' Cop\n',2
31393,b'|U',26
31394,b'gany',6
31395,b' Lime',85
31396,b' seemi',95
31397,b'onl',20
31398,b' Dung',35
31399,b'&D',30
31400,b' Unions',14
31401,b'SAT',10
31402,b' Zim',221
31403,b'V\xc3',22
31404,b'\xbcc',43
31405,b'\xb6l',62
31406,b'icoa',6
31407,b' dent',206
31408,b'eann',10
31409,"b'""Em'",30
31410,b' Deen',28
31411,b' employee',321
31412,b' Yat',36
31413,b' Rocka',30
31414,b'undm',4
31415,b' Godr',10
31416,b'=U',3
31417,b'iia',44
31418,b'amc',7
31419,b'hats',11
31420,b'rines',136
31421,b' upk',13
31422,b' conclus',188
31423,b' siste',198
31424,b' homep',53
31425,b' Harbo',285
31426,b' marriage',478
31427,b'henz',13
31428,b' Oll',27
31429,b'ivie',9
31430,b'inno',44
31431,b' Alfr',269
31432,b' Copl',22
31433,"b'""Ki'",133
31434,b' Milla',47
31435,b' Warre',201
31436,b'ssaf',3
31437,b' gum',111
31438,b' greens',23
31439,b'illab',3
31440,b' ety',65
31441,b' Catholics',90
31442,b' combined',489
31443,b' calla',9
31444,b' eat',324
31445,b' Orle',200
31446,b' Creo',32
31447,b' Nobl',83
31448,b'ahe',39
31449,b'olae',7
31450,b' rho',41
31451,"b'""Sa'",238
31452,b' Idl',38
31453,b' Mino',238
31454,b'rdc',18
31455,b' Disch',17
31456,b'owo',30
31457,b'bui',32
31458,b'-cla',274
31459,b'et\xe2',21
31460,b'aB',5
31461,b'ase\n',27
31462,b' Welt',42
31463,b' humano',33
31464,b' processo',103
31465,b' faces',125
31466,b' informati',212
31467,b' resulted',455
31468,b'trate',231
31469,b' carryi',280
31470,b' robo',156
31471,b' Man\xc3',16
31472,b' Est\xc3',18
31473,b' stadi',257
31474,b'lessn',9
31475,b' Summer',633
31476,b'oarde',52
31477,b'ockw',17
31478,b'-foo',136
31479,b' nol',14
31480,b'oof',34
31481,b'ickf',4
31482,b' ground\xe2',2
31483,b'lfl',60
31484,b'arial',7
31485,b' hardf',19
31486,b'elfl',2
31487,b'lie\xe2',3
31488,b'[l',22
31489,b' it\xe2',29
31490,b'ckf',23
31491,b'aldi',55
31492,b' footw',49
31493,b' flip',267
31494,b' Bluep',7
31495,b'eill',118
31496,b' bigs',10
31497,b' Redl',24
31498,b'tion\xe2',18
31499,b'Inw',3
31500,b'Nol',6
31501,b' Inw',7
31502,b' Bs',10
31503,b' Bigs',8
31504,b' Bigf',2
31505,b'\xe2\x80\x94t',62
31506,b' underf',9
31507,b'atg',4
31508,b' down\xe2',4
31509,b' double',619
31510,b'Dol',24
31511,b' Hasl',60
31512,b' skat',241
31513,b' wheth',231
31514,b' Sherw',19
31515,b' trick',218
31516,b' Flip',21
31517,b' popp',47
31518,b' holi',217
31519,b' meno',6
31520,b'LU',23
31521,b' Third',257
31522,b'&G',11
31523,b' Byu',14
31524,b'-hoo',13
31525,b' Scar',168
31526,b' Eun',55
31527,b' holl',53
31528,b'owp',2
31529,b'+P',2
31530,b' handg',23
31531,b' Sano',11
31532,b'&W',55
31533,b' JH',11
31534,b' Matc',81
31535,b' handlo',2
31536,b' pis',127
31537,b'delh',2
31538,b'\xb6d',33
31539,b' Dym',18
31540,b'ancel',11
31541,b' Downi',31
31542,b' Congres',211
31543,b'\xc3\xa1v',43
31544,b' oppositi',302
31545,b' Assemb',205
31546,b'zue',120
31547,b'hoi',54
31548,b' Crot',44
31549,b'bio',56
31550,b'ieldi',7
31551,b'-ov',64
31552,b'rode',15
31553,b'ptr',10
31554,b'gyn',9
31555,b'aryo',11
31556,b'ythr',45
31557,b'trib',71
31558,b'osty',9
31559,b'rmu',18
31560,b'iin',18
31561,b'ubt',35
31562,b'arey',3
31563,b'aM',8
31564,b'isS',2
31565,b'deli',79
31566,b'omal',29
31567,b'aT',14
31568,b':A',24
31569,b')G',9
31570,b'nthu',17
31571,b'sT',5
31572,b'eina',6
31573,b'eA',7
31574,b')A',18
31575,b'eaB',2
31576,b')D',24
31577,b')P',23
31578,b' Croz',6
31579,b'ntho',67
31580,b'aeA',2
31581,b'onC',4
31582,b')E',12
31583,b'alea',29
31584,b'landr',2
31585,b'(also',442
31586,b')B',30
31587,b'achy',4
31588,b'isT',2
31589,b'aP',8
31590,b'eraS',2
31591,b'aG',5
31592,b'tiaS',2
31593,b'onea',2
31594,b'sophy',76
31595,b'eniu',27
31596,b'umS',2
31597,b'ertya',2
31598,b'onT',4
31599,b'horb',12
31600,b'thiu',10
31601,b' Tith',7
31602,b'sap',25
31603,b'enef',5
31604,b'sS',6
31605,b'akio',3
31606,b'ubk',2
31607,b' Ponz',7
31608,b' Mav',129
31609,b'rodi',46
31610,b' premis',109
31611,b' GoldL',2
31612,b'utd',8
31613,b' successe',77
31614,b' Antip',33
31615,b' Leos',3
31616,b'natu',17
31617,b' defeated',748
31618,b' sources\n',58
31619,b' Lami',17
31620,b' Eric',374
31621,b' Herf',8
31622,b' describeda',2
31623,b'-stan',86
31624,b' Nazi',328
31625,b' scenes',318
31626,b' quo',305
31627,b' soone',15
31628,b' Assi',245
31629,"b'""he'",317
31630,b' Gin',184
31631,b' psyc',168
31632,b' novelt',43
31633,b'ridl',4
31634,b'inest',4
31635,b' affect',327
31636,b'thyl',43
31637,b'anol',49
31638,b'ination',350
31639,b' winner\n',179
31640,b'akn',18
31641,b' National\n',5
31642,b' times\n',9
31643,b'odm',5
31644,b' races\n',14
31645,b' Classic',335
31646,b' faste',252
31647,b' Franke',84
31648,b' Maid',93
31649,b' premie',234
31650,b' Joc',78
31651,b'fev',3
31652,b' honor\n',6
31653,b' Deel',2
31654,b'ooo',3
31655,b' filly',11
31656,b' annuall',180
31657,b' Kine',33
31658,b'icap',23
31659,b' halls',103
31660,b' small\n',2
31661,b' favori',164
31662,b' horse\n',16
31663,b' horses',266
31664,b'beth',164
31665,b' sir',50
31666,b' Fame\n',54
31667,b'oriu',86
31668,b' Kens',85
31669,b' Commissio',199
31670,b' Festiv',232
31671,b' Science',746
31672,b' Llo',236
31673,b' copie',292
31674,b' DVD',362
31675,b'nage',174
31676,b' graduati',229
31677,b' premi\xc3',14
31678,b' Tita',271
31679,b' all\n',3
31680,b' Hall\n',50
31681,b' Barl',62
31682,b'ixt',12
31683,b' Wini',17
31684,b' Assa',105
31685,b'(rep',69
31686,b'rint',172
31687,b' Co\n',4
31688,b' Dunni',5
31689,b' graduate',366
31690,b'chery',27
31691,b' K2',58
31692,b' KW',50
31693,b'elw',12
31694,b'lty\n',81
31695,b'Mel',64
31696,b'(MB',18
31697,b'oram',61
31698,b'Step',90
31699,b'agr',94
31700,b' Woodr',26
31701,b'sche',244
31702,b')F',19
31703,b'.Sp',5
31704,b' Hens',119
31705,b' Grop',6
31706,b'ius\xe2',2
31707,b' MO',92
31708,b' Kac',25
31709,b' regulars',19
31710,b' Grot',48
31711,b'lof',17
31712,b'\x80\x99K',6
31713,b' spotl',27
31714,b' \xe2\x80\x9cW',19
31715,b' Plu',281
31716,b' minimu',174
31717,b' Strim',6
31718,b' alumni',354
31719,b' Strip',92
31720,b' Michiga',227
31721,b' moving',441
31722,b' Cupo',3
31723,b'uby',3
31724,b'\xb9\xce',16
31725,b' Antik',10
31726,b' Flig',205
31727,b' killin',274
31728,b'uelo',30
31729,b' F4',12
31730,b'dele',42
31731,b' Chieft',12
31732,b' Academy',1013
31733,b' Hanq',2
31734,b'nzh',8
31735,b'\xbc\xb5',6
31736,b'\xa9\xe5',11
31737,b' Grandy',17
31738,b'uptc',106
31739,b'awar',30
31740,b'dine',102
31741,b'\x80\x99d',7
31742,b' BU',50
31743,b' Terrie',33
31744,b'Bos',114
31745,b' frontm',34
31746,b' Galle',277
31747,b' Hugh',338
31748,b' peaki',70
31749,b' prais',306
31750,b'andm',22
31751,b'NJ',12
31752,b' Wina',9
31753,b' Nul',14
31754,"b',o'",5
31755,b'iewe',40
31756,b'zum',22
31757,b' Hase',24
31758,b' Valen',147
31759,b'tij',5
31760,b' Championshi',197
31761,b' Tenr',4
31762,b'JI',5
31763,b'iaz',7
31764,b' workh',10
31765,b'MW',9
31766,b'def',25
31767,b' Staten',73
31768,b' Landf',8
31769,b' Kill',289
31770,b' mout',227
31771,b' Sela',29
31772,b' Museum\n',85
31773,b'apb',9
31774,b' dedic',251
31775,b'Some',367
31776,b' thinks',45
31777,b' swea',83
31778,b' shoc',185
31779,"b'""ol'",31
31780,"b'""go'",84
31781,b'uth\xc3',2
31782,b' Gik',2
31783,b' Jom',10
31784,b'orog',2
31785,b'engi',23
31786,b' bringi',205
31787,b' kingp',4
31788,b' watc',274
31789,b'glin',77
31790,b'olav',9
31791,b' adult',390
31792,b'|o',9
31793,b' Maud',59
31794,b'tists',36
31795,b' Girlf',6
31796,b'=J',5
31797,b' boyf',67
31798,b'riend',252
31799,b' Sabe',46
31800,b' learns',80
31801,b' cast\n',19
31802,b' slap',34
31803,b' champions',332
31804,b' Manag',296
31805,b' Dont',10
31806,b'donn',28
31807,b' strain',167
31808,b' Pitt',320
31809,b' Daniel',426
31810,b' Derw',39
31811,b'rdr',16
31812,b' Hopk',85
31813,b' refuses',72
31814,b'hj',15
31815,b'-hos',88
31816,b' Keit',173
31817,b'lle\n',10
31818,b' Williams\n',32
31819,b'_s',50
31820,b'x8',5
31821,b'_c',21
31822,b'_k',7
31823,b'_m',18
31824,b'_t',64
31825,b'_n',50
31826,b'ivis',138
31827,b'ame1',4
31828,b'ame2',4
31829,b'_f',14
31830,b'ame3',3
31831,b'_d',13
31832,b'e1',17
31833,b'e2',35
31834,b'_r',11
31835,b'otal',62
31836,b'_o',12
31837,b'_b',6
31838,b'cs1',14
31839,b'_i',50
31840,b'o1',3
31841,b'o2',6
31842,b'o3',2
31843,b'o4',2
31844,b'e5',15
31845,b'o5',2
31846,b'o6',2
31847,b'e7',4
31848,b'o7',2
31849,b' demog',125
31850,b'e8',5
31851,b'o8',3
31852,b'e9',2
31853,b'o9',2
31854,b'nfo',120
31855,b'ec1',18
31856,b'nk1',4
31857,b'nk2',4
31858,b'nk3',4
31859,b'nk4',4
31860,b'nk5',4
31861,b'nk6',4
31862,b'nk7',4
31863,b'ec2',16
31864,b' Spanish',911
31865,b' whenc',13
31866,b'vite',6
31867,"b'""Ti'",78
31868,b' Blackh',43
31869,b'Amo',98
31870,b'Chic',71
31871,b' Hanu',36
31872,b' Chrism',28
31873,b'ukk',42
31874,b'emm',33
31875,b'ki\xc4',37
31876,b'Vu',13
31877,b' Prol',18
31878,b' Zr',18
31879,b'enj',12
31880,b'tuall',33
31881,b' SuperL',5
31882,b' Earld',7
31883,b'Lor',121
31884,b'oadc',41
31885,b' watt',46
31886,b'Jl',6
31887,b'Forw',7
31888,b' Atlanti',253
31889,b'orated',282
31890,b' Hamil',306
31891,b' Blueb',18
31892,b' borders',206
31893,b' summers',77
31894,b'ntv',4
31895,b' Waterf',71
31896,b'nentl',23
31897,b'Eve',283
31898,b'onton',14
31899,b' Hammo',58
31900,b'lien',41
31901,b' Native',404
31902,b' Sherm',87
31903,b' docto',307
31904,b' Gamesh',3
31905,b'ise\n',26
31906,b' Showc',40
31907,b' contest',346
31908,b' Deal',74
31909,b' winning',661
31910,b' previously',790
31911,b' celebri',145
31912,b' priz',255
31913,b' Elia',78
31914,b'sala',32
31915,b'raq',14
31916,b' WaterA',3
31917,b' Nations\n',25
31918,b' Vari',214
31919,b' Postl',8
31920,b'WV',19
31921,b'(BW',8
31922,b' l\xe2',27
31923,b'Prel',19
31924,b' Prel',71
31925,b' de\n',2
31926,b'Para',74
31927,b'Sui',18
31928,b'llon',52
31929,b'\xa7a',121
31930,b' Pi\xc3',17
31931,b' minor\n',15
31932,b'scob',2
31933,b'\x93u',18
31934,b' John\n',14
31935,b' Joseph\n',11
31936,b' harp',40
31937,b' Charles\n',6
31938,b'\xa8c',24
31939,b'dita',14
31940,b'\xa9\n',30
31941,b'\xc3\xa8m',32
31942,b'quis',50
31943,b'tyq',2
31944,b'\xc3\xa8v',10
31945,b'\xbbt',12
